Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,subcategory
LIN_MELANOMA_COPY_NUMBER_UP,2,2/590,71/17483,0.8250969865061336,19172/18975,Psmb4/Polg,ENSMUSG00000005779/ENSMUSG00000039176,C2,CGP
NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON,2,2/590,71/17483,0.8250969865061336,27053/231889,Asns/Bud31,ENSMUSG00000029752/ENSMUSG00000038722,C2,CGP
MULLIGHAN_MLL_SIGNATURE_1_DN,7,7/590,238/17483,0.8250969865061336,12654/30963/12709/17132/77579/218454/75687,Chil1/Hacd1/Ckb/Maf/Myh10/Lhfpl2/Ripor1,ENSMUSG00000064246/ENSMUSG00000063275/ENSMUSG00000001270/ENSMUSG00000055435/ENSMUSG00000020900/ENSMUSG00000045312/ENSMUSG00000038604,C2,CGP
FRASOR_RESPONSE_TO_ESTRADIOL_UP,1,1/590,35/17483,0.8254176577739211,13823,Epb41l3,ENSMUSG00000024044,C2,CGP
NAKAMURA_ADIPOGENESIS_LATE_DN,1,1/590,35/17483,0.8254176577739211,23886,Gdf15,ENSMUSG00000038508,C2,CGP
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN,1,1/590,35/17483,0.8254176577739211,20568,Slpi,ENSMUSG00000017002,C2,CGP
STANELLE_E2F1_TARGETS,1,1/590,35/17483,0.8254176577739211,12527,Cd9,ENSMUSG00000030342,C2,CGP
ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP,1,1/590,35/17483,0.8254176577739211,11717,Ampd3,ENSMUSG00000005686,C2,CGP
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5,3,3/590,106/17483,0.8254176577739211,18518/231889/16449,Igbp1/Bud31/Jag1,ENSMUSG00000031221/ENSMUSG00000038722/ENSMUSG00000027276,C2,CGP
DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN,5,5/590,173/17483,0.8254176577739211,68936/27053/11816/20947/30957,Smim11/Asns/Apoe/Swap70/Mapk8ip3,ENSMUSG00000051989/ENSMUSG00000029752/ENSMUSG00000002985/ENSMUSG00000031015/ENSMUSG00000024163,C2,CGP
PEDRIOLI_MIR31_TARGETS_UP,6,6/590,206/17483,0.8254176577739211,54725/67865/110310/66330/20848/19207,Cadm1/Rgs10/Krt7/1700020L24Rik/Stat3/Ptch2,ENSMUSG00000032076/ENSMUSG00000030844/ENSMUSG00000023039/ENSMUSG00000035085/ENSMUSG00000004040/ENSMUSG00000028681,C2,CGP
HUANG_GATA2_TARGETS_DN,2,2/590,72/17483,0.829148053218654,27053/14199,Asns/Fhl1,ENSMUSG00000029752/ENSMUSG00000023092,C2,CGP
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN,2,2/590,72/17483,0.829148053218654,15519/12568,Hsp90aa1/Cdk5,ENSMUSG00000021270/ENSMUSG00000028969,C2,CGP
LEE_LIVER_CANCER_ACOX1_DN,2,2/590,72/17483,0.829148053218654,54387/16548,Mcm3ap/Khk,ENSMUSG00000001150/ENSMUSG00000029162,C2,CGP
CHENG_IMPRINTED_BY_ESTRADIOL,3,3/590,107/17483,0.8298260318364152,68910/216440/69833,Zfp467/Os9/Polr2f,ENSMUSG00000068551/ENSMUSG00000040462/ENSMUSG00000033020,C2,CGP
BROWNE_HCMV_INFECTION_24HR_UP,4,4/590,141/17483,0.8298260318364152,19883/230673/15566/20933,Rora/Ipo13/Htr7/Med22,ENSMUSG00000032238/ENSMUSG00000033365/ENSMUSG00000024798/ENSMUSG00000015776,C2,CGP
BROWNE_HCMV_INFECTION_2HR_UP,1,1/590,36/17483,0.8304824739186976,11816,Apoe,ENSMUSG00000002985,C2,CGP
CERVERA_SDHB_TARGETS_1_DN,1,1/590,36/17483,0.8304824739186976,27226,Pla2g7,ENSMUSG00000023913,C2,CGP
CHANDRAN_METASTASIS_TOP50_UP,1,1/590,36/17483,0.8304824739186976,15519,Hsp90aa1,ENSMUSG00000021270,C2,CGP
DAZARD_UV_RESPONSE_CLUSTER_G28,1,1/590,36/17483,0.8304824739186976,17748,Mt1,ENSMUSG00000031765,C2,CGP
EPPERT_LSC_R,1,1/590,36/17483,0.8304824739186976,26409,Map3k7,ENSMUSG00000028284,C2,CGP
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP,1,1/590,36/17483,0.8304824739186976,228775,Trib3,ENSMUSG00000032715,C2,CGP
LEE_AGING_MUSCLE_UP,1,1/590,36/17483,0.8304824739186976,99138,Stard7,ENSMUSG00000027367,C2,CGP
NAKAMURA_ADIPOGENESIS_EARLY_DN,1,1/590,36/17483,0.8304824739186976,23886,Gdf15,ENSMUSG00000038508,C2,CGP
RICKMAN_HEAD_AND_NECK_CANCER_D,1,1/590,36/17483,0.8304824739186976,19126,Prom1,ENSMUSG00000029086,C2,CGP
SEMENZA_HIF1_TARGETS,1,1/590,36/17483,0.8304824739186976,18126,Nos2,ENSMUSG00000020826,C2,CGP
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2,1,1/590,36/17483,0.8304824739186976,11789,Apc,ENSMUSG00000005871,C2,CGP
AKL_HTLV1_INFECTION_DN,2,2/590,73/17483,0.8304824739186976,14744/66521,Gpr65/Rwdd1,ENSMUSG00000021886/ENSMUSG00000019782,C2,CGP
CHESLER_BRAIN_QTL_CIS,2,2/590,73/17483,0.8304824739186976,381280/67053,Hjurp/Rpp14,ENSMUSG00000044783/ENSMUSG00000023156,C2,CGP
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN,3,3/590,108/17483,0.8304824739186976,20568/77579/16000,Slpi/Myh10/Igf1,ENSMUSG00000017002/ENSMUSG00000020900/ENSMUSG00000020053,C2,CGP
LE_EGR2_TARGETS_UP,3,3/590,108/17483,0.8304824739186976,54725/404710/57266,Cadm1/Iqgap3/Cxcl14,ENSMUSG00000032076/ENSMUSG00000028068/ENSMUSG00000021508,C2,CGP
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP,11,11/590,371/17483,0.8306765191278304,381217/52855/17387/97761/210274/71729/15000/110253/64292/208795/17196,Fam189a2/Lair1/Mmp14/Sgsm2/Shank2/Rgs12/H2-DMb2/Triobp/Ptges/Tmem63a/Mbp,ENSMUSG00000071604/ENSMUSG00000055541/ENSMUSG00000000957/ENSMUSG00000038351/ENSMUSG00000037541/ENSMUSG00000029101/ENSMUSG00000037548/ENSMUSG00000033088/ENSMUSG00000050737/ENSMUSG00000026519/ENSMUSG00000041607,C2,CGP
PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN,4,4/590,143/17483,0.8348620012450152,97064/110954/14013/67530,Wwtr1/Rpl10/Mecom/Uqcrb,ENSMUSG00000027803/ENSMUSG00000008682/ENSMUSG00000027684/ENSMUSG00000021520,C2,CGP
BERNARD_PPAPDC1B_TARGETS_UP,1,1/590,37/17483,0.8356464155245967,70789,Kynu,ENSMUSG00000026866,C2,CGP
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP,1,1/590,37/17483,0.8356464155245967,23807,Arih2,ENSMUSG00000064145,C2,CGP
LASTOWSKA_COAMPLIFIED_WITH_MYCN,1,1/590,37/17483,0.8356464155245967,18263,Odc1,ENSMUSG00000011179,C2,CGP
LEE_AGING_MUSCLE_DN,1,1/590,37/17483,0.8356464155245967,27226,Pla2g7,ENSMUSG00000023913,C2,CGP
NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON,1,1/590,37/17483,0.8356464155245967,66059,Krtcap2,ENSMUSG00000042747,C2,CGP
XU_GH1_EXOGENOUS_TARGETS_DN,3,3/590,109/17483,0.8356464155245967,58205/19309/72054,Pdcd1lg2/Pygm/Cyp4f18,ENSMUSG00000016498/ENSMUSG00000032648/ENSMUSG00000003484,C2,CGP
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN,5,5/590,177/17483,0.8356464155245967,140792/67865/20969/69550/17069,Colec12/Rgs10/Sdc1/Bst2/Ly6e,ENSMUSG00000036103/ENSMUSG00000030844/ENSMUSG00000020592/ENSMUSG00000046718/ENSMUSG00000022587,C2,CGP
DOUGLAS_BMI1_TARGETS_DN,9,9/590,309/17483,0.8356464155245967,69710/20846/71085/17222/216001/69550/208795/56386/20623,Arap1/Stat1/Arhgap19/Anapc1/Micu1/Bst2/Tmem63a/B4galt6/Snrk,ENSMUSG00000032812/ENSMUSG00000026104/ENSMUSG00000025154/ENSMUSG00000014355/ENSMUSG00000020111/ENSMUSG00000046718/ENSMUSG00000026519/ENSMUSG00000056124/ENSMUSG00000038145,C2,CGP
BLUM_RESPONSE_TO_SALIRASIB_DN,10,10/590,341/17483,0.8356464155245967,319939/12709/22151/97064/11789/17215/20969/15519/228033/20641,Tns3/Ckb/Tubb2a/Wwtr1/Apc/Mcm3/Sdc1/Hsp90aa1/Atp5g3/Snrpd1,ENSMUSG00000020422/ENSMUSG00000001270/ENSMUSG00000058672/ENSMUSG00000027803/ENSMUSG00000005871/ENSMUSG00000041859/ENSMUSG00000020592/ENSMUSG00000021270/ENSMUSG00000018770/ENSMUSG00000002477,C2,CGP
MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3,10,10/590,341/17483,0.8356464155245967,227327/140792/56222/14255/98970/15566/19221/57266/320405/70673,B3gnt7/Colec12/Cited4/Flt3/Fibcd1/Htr7/Ptgfrn/Cxcl14/Cadps2/Prdm16,ENSMUSG00000079445/ENSMUSG00000036103/ENSMUSG00000070803/ENSMUSG00000042817/ENSMUSG00000026841/ENSMUSG00000024798/ENSMUSG00000027864/ENSMUSG00000021508/ENSMUSG00000017978/ENSMUSG00000039410,C2,CGP
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP,6,6/590,211/17483,0.8361119631087791,23921/238377/227644/64292/193796/16548,Sh2b2/Gpr68/Snapc4/Ptges/Kdm4b/Khk,ENSMUSG00000005057/ENSMUSG00000047415/ENSMUSG00000036281/ENSMUSG00000050737/ENSMUSG00000024201/ENSMUSG00000029162,C2,CGP
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP,5,5/590,178/17483,0.8364180463629076,240753/66222/16190/241633/17069,Plekha6/Serpinb1a/Il4ra/Atp8b4/Ly6e,ENSMUSG00000041757/ENSMUSG00000044734/ENSMUSG00000030748/ENSMUSG00000060131/ENSMUSG00000022587,C2,CGP
SERVITJA_LIVER_HNF1A_TARGETS_DN,5,5/590,178/17483,0.8364180463629076,16177/16000/93694/320405/17069,Il1r1/Igf1/Clec2d/Cadps2/Ly6e,ENSMUSG00000026072/ENSMUSG00000020053/ENSMUSG00000030157/ENSMUSG00000017978/ENSMUSG00000022587,C2,CGP
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP,11,11/590,374/17483,0.8364180463629076,232801/18173/50934/171166/16534/66049/14268/20510/59024/676527/69719,Lilra5/Slc11a1/Slc7a8/Mcoln3/Kcnn4/Rogdi/Fn1/Slc1a1/Med12/Gm12248/Cad,ENSMUSG00000070873/ENSMUSG00000026177/ENSMUSG00000022180/ENSMUSG00000036853/ENSMUSG00000054342/ENSMUSG00000022540/ENSMUSG00000026193/ENSMUSG00000024935/ENSMUSG00000079487/ENSMUSG00000086962/ENSMUSG00000013629,C2,CGP
BILD_CTNNB1_ONCOGENIC_SIGNATURE,2,2/590,75/17483,0.8391842907812304,17979/193796,Ncoa3/Kdm4b,ENSMUSG00000027678/ENSMUSG00000024201,C2,CGP
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP,2,2/590,75/17483,0.8391842907812304,16419/13039,Itgb5/Ctsl,ENSMUSG00000022817/ENSMUSG00000021477,C2,CGP
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN,1,1/590,38/17483,0.8402228249732125,17132,Maf,ENSMUSG00000055435,C2,CGP
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP,1,1/590,38/17483,0.8402228249732125,193796,Kdm4b,ENSMUSG00000024201,C2,CGP
HOWLIN_CITED1_TARGETS_1_DN,1,1/590,38/17483,0.8402228249732125,21825,Thbs1,ENSMUSG00000040152,C2,CGP
MALONEY_RESPONSE_TO_17AAG_UP,1,1/590,38/17483,0.8402228249732125,20740,Sptan1,ENSMUSG00000057738,C2,CGP
NIKOLSKY_BREAST_CANCER_7P22_AMPLICON,1,1/590,38/17483,0.8402228249732125,231841,Brat1,ENSMUSG00000000148,C2,CGP
RASHI_RESPONSE_TO_IONIZING_RADIATION_1,1,1/590,38/17483,0.8402228249732125,20193,S100a1,ENSMUSG00000044080,C2,CGP
VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1,1,1/590,38/17483,0.8402228249732125,21825,Thbs1,ENSMUSG00000040152,C2,CGP
CERVERA_SDHB_TARGETS_2,3,3/590,111/17483,0.8402228249732125,16847/244668/320405,Lepr/Sipa1l2/Cadps2,ENSMUSG00000057722/ENSMUSG00000001995/ENSMUSG00000017978,C2,CGP
KATSANOU_ELAVL1_TARGETS_UP,5,5/590,179/17483,0.8402228249732125,16004/67092/16000/11816/23886,Igf2r/Gatm/Igf1/Apoe/Gdf15,ENSMUSG00000023830/ENSMUSG00000027199/ENSMUSG00000020053/ENSMUSG00000002985/ENSMUSG00000038508,C2,CGP
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN,11,11/590,377/17483,0.8417016357498044,17427/235504/11492/17748/67865/217721/277360/216161/329251/19172/217684,Mns1/Slc17a5/Adam19/Mt1/Rgs10/Flvcr2/Prex1/Sbno2/Ppp1r12b/Psmb4/Susd6,ENSMUSG00000032221/ENSMUSG00000049624/ENSMUSG00000011256/ENSMUSG00000031765/ENSMUSG00000030844/ENSMUSG00000034258/ENSMUSG00000039621/ENSMUSG00000035673/ENSMUSG00000073557/ENSMUSG00000005779/ENSMUSG00000021133,C2,CGP
CHEBOTAEV_GR_TARGETS_UP,2,2/590,76/17483,0.8419834507136448,53614/18186,Reck/Nrp1,ENSMUSG00000028476/ENSMUSG00000025810,C2,CGP
GUO_HEX_TARGETS_UP,2,2/590,76/17483,0.8419834507136448,18186/97064,Nrp1/Wwtr1,ENSMUSG00000025810/ENSMUSG00000027803,C2,CGP
LEE_NEURAL_CREST_STEM_CELL_UP,4,4/590,147/17483,0.845416918438443,21810/11658/69993/71918,Tgfbi/Alcam/Chn2/Zcchc24,ENSMUSG00000035493/ENSMUSG00000022636/ENSMUSG00000004633/ENSMUSG00000055538,C2,CGP
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP,5,5/590,181/17483,0.845416918438443,17750/17387/17215/15519/18263,Mt2/Mmp14/Mcm3/Hsp90aa1/Odc1,ENSMUSG00000031762/ENSMUSG00000000957/ENSMUSG00000041859/ENSMUSG00000021270/ENSMUSG00000011179,C2,CGP
CERIBELLI_PROMOTERS_INACTIVE_AND_BOUND_BY_NFY,1,1/590,39/17483,0.8464398342112158,54387,Mcm3ap,ENSMUSG00000001150,C2,CGP
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP,1,1/590,39/17483,0.8464398342112158,27226,Pla2g7,ENSMUSG00000023913,C2,CGP
GEISS_RESPONSE_TO_DSRNA_UP,1,1/590,39/17483,0.8464398342112158,56417,Adar,ENSMUSG00000027951,C2,CGP
MEDINA_SMARCA4_TARGETS,1,1/590,39/17483,0.8464398342112158,12608,Cebpb,ENSMUSG00000056501,C2,CGP
WENG_POR_TARGETS_LIVER_UP,1,1/590,39/17483,0.8464398342112158,27053,Asns,ENSMUSG00000029752,C2,CGP
MARZEC_IL2_SIGNALING_UP,3,3/590,113/17483,0.8464398342112158,332579/228775/20848,Card9/Trib3/Stat3,ENSMUSG00000026928/ENSMUSG00000032715/ENSMUSG00000004040,C2,CGP
MATZUK_SPERMATOZOA,3,3/590,113/17483,0.8464398342112158,54725/16330/18975,Cadm1/Inpp5b/Polg,ENSMUSG00000032076/ENSMUSG00000028894/ENSMUSG00000039176,C2,CGP
MCCABE_BOUND_BY_HOXC6,13,13/590,444/17483,0.8464398342112158,76267/14744/100434/67299/71085/216161/53890/18797/233328/54563/55934/99334/26451,Fads1/Gpr65/Slc44a1/Dock7/Arhgap19/Sbno2/Sart3/Plcb3/Lrrk1/Nup210/Rp9/Zscan29/Rpl27a,ENSMUSG00000010663/ENSMUSG00000021886/ENSMUSG00000028412/ENSMUSG00000028556/ENSMUSG00000025154/ENSMUSG00000035673/ENSMUSG00000018974/ENSMUSG00000024960/ENSMUSG00000015133/ENSMUSG00000030091/ENSMUSG00000032239/ENSMUSG00000050619/ENSMUSG00000046364,C2,CGP
APPIERTO_RESPONSE_TO_FENRETINIDE_UP,1,1/590,40/17483,0.8494705587988972,23886,Gdf15,ENSMUSG00000038508,C2,CGP
BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP,1,1/590,40/17483,0.8494705587988972,320119,Rps6kc1,ENSMUSG00000089872,C2,CGP
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN,1,1/590,40/17483,0.8494705587988972,23943,Esyt1,ENSMUSG00000025366,C2,CGP
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP,1,1/590,40/17483,0.8494705587988972,225845,Plaat3,ENSMUSG00000060675,C2,CGP
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN,1,1/590,40/17483,0.8494705587988972,23802,Amfr,ENSMUSG00000031751,C2,CGP
SPIRA_SMOKERS_LUNG_CANCER_UP,1,1/590,40/17483,0.8494705587988972,246256,Fcgr4,ENSMUSG00000059089,C2,CGP
VALK_AML_WITH_FLT3_ITD,1,1/590,40/17483,0.8494705587988972,114128,Laptm4b,ENSMUSG00000022257,C2,CGP
VANTVEER_BREAST_CANCER_BRCA1_UP,1,1/590,40/17483,0.8494705587988972,16534,Kcnn4,ENSMUSG00000054342,C2,CGP
BYSTROEM_CORRELATED_WITH_IL5_UP,1,1/590,41/17483,0.8494705587988972,233863,Gtf3c1,ENSMUSG00000032777,C2,CGP
CHANGOLKAR_H2AFY_TARGETS_DN,1,1/590,41/17483,0.8494705587988972,21871,Atp6v0a2,ENSMUSG00000038023,C2,CGP
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP,1,1/590,41/17483,0.8494705587988972,15018,H2-Q7,ENSMUSG00000060550,C2,CGP
COWLING_MYCN_TARGETS,1,1/590,41/17483,0.8494705587988972,22151,Tubb2a,ENSMUSG00000058672,C2,CGP
DORN_ADENOVIRUS_INFECTION_32HR_DN,1,1/590,41/17483,0.8494705587988972,22032,Traf4,ENSMUSG00000017386,C2,CGP
EHLERS_ANEUPLOIDY_UP,1,1/590,41/17483,0.8494705587988972,20005,Rpl9,ENSMUSG00000047215,C2,CGP
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP,1,1/590,41/17483,0.8494705587988972,21871,Atp6v0a2,ENSMUSG00000038023,C2,CGP
HUMMEL_BURKITTS_LYMPHOMA_UP,1,1/590,41/17483,0.8494705587988972,22151,Tubb2a,ENSMUSG00000058672,C2,CGP
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN,1,1/590,41/17483,0.8494705587988972,20020,Polr2a,ENSMUSG00000005198,C2,CGP
KAMMINGA_EZH2_TARGETS,1,1/590,41/17483,0.8494705587988972,17215,Mcm3,ENSMUSG00000041859,C2,CGP
LIAO_HAVE_SOX4_BINDING_SITES,1,1/590,41/17483,0.8494705587988972,18186,Nrp1,ENSMUSG00000025810,C2,CGP
TRAYNOR_RETT_SYNDROM_UP,1,1/590,41/17483,0.8494705587988972,20846,Stat1,ENSMUSG00000026104,C2,CGP
ZHAN_EARLY_DIFFERENTIATION_GENES_DN,1,1/590,41/17483,0.8494705587988972,16190,Il4ra,ENSMUSG00000030748,C2,CGP
ZHAN_MULTIPLE_MYELOMA_MF_DN,1,1/590,41/17483,0.8494705587988972,66253,Aig1,ENSMUSG00000019806,C2,CGP
MCLACHLAN_DENTAL_CARIES_DN,2,2/590,78/17483,0.8494705587988972,12484/18627,Cd24a/Per2,ENSMUSG00000047139/ENSMUSG00000055866,C2,CGP
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16,2,2/590,78/17483,0.8494705587988972,76267/19309,Fads1/Pygm,ENSMUSG00000010663/ENSMUSG00000032648,C2,CGP
FALVELLA_SMOKERS_WITH_LUNG_CANCER,2,2/590,79/17483,0.8494705587988972,13819/67890,Epas1/Ufm1,ENSMUSG00000024140/ENSMUSG00000027746,C2,CGP
HARRIS_HYPOXIA,2,2/590,79/17483,0.8494705587988972,13819/22166,Epas1/Txn1,ENSMUSG00000024140/ENSMUSG00000028367,C2,CGP
RADMACHER_AML_PROGNOSIS,2,2/590,79/17483,0.8494705587988972,22151/14255,Tubb2a/Flt3,ENSMUSG00000058672/ENSMUSG00000042817,C2,CGP
SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN,2,2/590,79/17483,0.8494705587988972,268373/22166,Ppia/Txn1,ENSMUSG00000071866/ENSMUSG00000028367,C2,CGP
WALLACE_PROSTATE_CANCER_RACE_DN,2,2/590,79/17483,0.8494705587988972,11554/68910,Adrb1/Zfp467,ENSMUSG00000035283/ENSMUSG00000068551,C2,CGP
SMIRNOV_RESPONSE_TO_IR_6HR_DN,3,3/590,114/17483,0.8494705587988972,216859/21887/93694,Acap1/Tle3/Clec2d,ENSMUSG00000001588/ENSMUSG00000032280/ENSMUSG00000030157,C2,CGP
NIKOLSKY_BREAST_CANCER_16P13_AMPLICON,3,3/590,115/17483,0.8494705587988972,66211/27361/30957,Rpl3l/Msrb1/Mapk8ip3,ENSMUSG00000002500/ENSMUSG00000075705/ENSMUSG00000024163,C2,CGP
WILCOX_RESPONSE_TO_PROGESTERONE_UP,4,4/590,149/17483,0.8494705587988972,76267/381280/17748/676527,Fads1/Hjurp/Mt1/Gm12248,ENSMUSG00000010663/ENSMUSG00000044783/ENSMUSG00000031765/ENSMUSG00000086962,C2,CGP
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE,4,4/590,150/17483,0.8494705587988972,17979/329739/16190/54519,Ncoa3/Fam102b/Il4ra/Apbb1ip,ENSMUSG00000027678/ENSMUSG00000040339/ENSMUSG00000030748/ENSMUSG00000026786,C2,CGP
CHANDRAN_METASTASIS_UP,5,5/590,184/17483,0.8494705587988972,19240/14268/66253/20020/71833,Tmsb10/Fn1/Aig1/Polr2a/Dcaf7,ENSMUSG00000079523/ENSMUSG00000026193/ENSMUSG00000019806/ENSMUSG00000005198/ENSMUSG00000049354,C2,CGP
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP,5,5/590,185/17483,0.8494705587988972,16847/71085/54132/228033/20641,Lepr/Arhgap19/Pdlim1/Atp5g3/Snrpd1,ENSMUSG00000057722/ENSMUSG00000025154/ENSMUSG00000055044/ENSMUSG00000018770/ENSMUSG00000002477,C2,CGP
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12,9,9/590,318/17483,0.8494705587988972,75345/140493/17387/64209/212503/20510/217664/74840/14470,Slamf7/Kcnn3/Mmp14/Herpud1/Paox/Slc1a1/Mgat2/Manf/Rabac1,ENSMUSG00000038179/ENSMUSG00000000794/ENSMUSG00000000957/ENSMUSG00000031770/ENSMUSG00000025464/ENSMUSG00000024935/ENSMUSG00000043998/ENSMUSG00000032575/ENSMUSG00000003380,C2,CGP
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN,10,10/590,349/17483,0.8494705587988972,11554/320158/66871/13548/14199/17381/73246/404710/277463/210146,Adrb1/Zmat4/Cpne8/Dyrk1a/Fhl1/Mmp12/Rassf6/Iqgap3/Gpr107/Irgq,ENSMUSG00000035283/ENSMUSG00000037492/ENSMUSG00000052560/ENSMUSG00000022897/ENSMUSG00000023092/ENSMUSG00000049723/ENSMUSG00000029370/ENSMUSG00000028068/ENSMUSG00000000194/ENSMUSG00000041037,C2,CGP
ZHENG_BOUND_BY_FOXP3,14,14/590,481/17483,0.8494705587988972,268297/105522/52123/14744/18186/320487/67865/223701/14255/93694/17979/13135/54519/55934,Scml4/Ankrd28/Agpat5/Gpr65/Nrp1/Heatr5a/Rgs10/Mrtfa/Flt3/Clec2d/Ncoa3/Dad1/Apbb1ip/Rp9,ENSMUSG00000044770/ENSMUSG00000014496/ENSMUSG00000031467/ENSMUSG00000021886/ENSMUSG00000025810/ENSMUSG00000035181/ENSMUSG00000030844/ENSMUSG00000042292/ENSMUSG00000042817/ENSMUSG00000030157/ENSMUSG00000027678/ENSMUSG00000022174/ENSMUSG00000026786/ENSMUSG00000032239,C2,CGP
CAIRO_LIVER_DEVELOPMENT_DN,6,6/590,220/17483,0.8500845438870666,18636/11816/14268/17158/27403/16452,Cfp/Apoe/Fn1/Man2a1/Abca7/Jak2,ENSMUSG00000001128/ENSMUSG00000002985/ENSMUSG00000026193/ENSMUSG00000024085/ENSMUSG00000035722/ENSMUSG00000024789,C2,CGP
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_UP,2,2/590,80/17483,0.8504747452427268,54725/57294,Cadm1/Rps27,ENSMUSG00000032076/ENSMUSG00000090733,C2,CGP
AMIT_EGF_RESPONSE_40_HELA,1,1/590,42/17483,0.8534232109523119,12608,Cebpb,ENSMUSG00000056501,C2,CGP
DORN_ADENOVIRUS_INFECTION_48HR_DN,1,1/590,42/17483,0.8534232109523119,22032,Traf4,ENSMUSG00000017386,C2,CGP
FIGUEROA_AML_METHYLATION_CLUSTER_6_DN,1,1/590,42/17483,0.8534232109523119,100041194,Ahnak2,ENSMUSG00000072812,C2,CGP
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP,1,1/590,42/17483,0.8534232109523119,17748,Mt1,ENSMUSG00000031765,C2,CGP
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN,1,1/590,42/17483,0.8534232109523119,27226,Pla2g7,ENSMUSG00000023913,C2,CGP
LI_LUNG_CANCER,1,1/590,42/17483,0.8534232109523119,17215,Mcm3,ENSMUSG00000041859,C2,CGP
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN,1,1/590,42/17483,0.8534232109523119,26409,Map3k7,ENSMUSG00000028284,C2,CGP
PARK_HSC_AND_MULTIPOTENT_PROGENITORS,1,1/590,42/17483,0.8534232109523119,17069,Ly6e,ENSMUSG00000022587,C2,CGP
PARK_HSC_MARKERS,1,1/590,42/17483,0.8534232109523119,14013,Mecom,ENSMUSG00000027684,C2,CGP
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_UP,4,4/590,153/17483,0.8534232109523119,16847/66454/93694/17196,Lepr/Nmnat1/Clec2d/Mbp,ENSMUSG00000057722/ENSMUSG00000028992/ENSMUSG00000030157/ENSMUSG00000041607,C2,CGP
THUM_SYSTOLIC_HEART_FAILURE_DN,5,5/590,187/17483,0.8534232109523119,71069/66253/67333/18627/19989,Stox2/Aig1/Stk35/Per2/Rpl7,ENSMUSG00000038143/ENSMUSG00000019806/ENSMUSG00000037885/ENSMUSG00000055866/ENSMUSG00000043716,C2,CGP
YAGI_AML_SURVIVAL,3,3/590,118/17483,0.8545261723488389,16847/30805/107182,Lepr/Slc22a4/Btaf1,ENSMUSG00000057722/ENSMUSG00000020334/ENSMUSG00000040565,C2,CGP
ABE_INNER_EAR,1,1/590,43/17483,0.8566099728025233,19951,Rpl32,ENSMUSG00000057841,C2,CGP
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_DN,1,1/590,43/17483,0.8566099728025233,21887,Tle3,ENSMUSG00000032280,C2,CGP
BURTON_ADIPOGENESIS_4,1,1/590,43/17483,0.8566099728025233,67784,Plxnd1,ENSMUSG00000030123,C2,CGP
