Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category
GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_DN,12,12/590,212/17849,0.1725546213306206,110557/210992/11303/19200/15018/14744/68910/70789/23943/72054/59024/15040,H2-Q6/Lpcat1/Abca1/Pstpip1/H2-Q7/Gpr65/Zfp467/Kynu/Esyt1/Cyp4f18/Med12/H2-T23,ENSMUSG00000073409/ENSMUSG00000021608/ENSMUSG00000015243/ENSMUSG00000032322/ENSMUSG00000060550/ENSMUSG00000021886/ENSMUSG00000068551/ENSMUSG00000026866/ENSMUSG00000025366/ENSMUSG00000003484/ENSMUSG00000079487/ENSMUSG00000067212,C7
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN,10,10/590,167/17849,0.17648918217596576,15001/104759/114128/18636/67865/56434/12527/67784/66079/76933,H2-Oa/Pld4/Laptm4b/Cfp/Rgs10/Tspan3/Cd9/Plxnd1/Tmem42/Ifi27l2a,ENSMUSG00000024334/ENSMUSG00000052160/ENSMUSG00000022257/ENSMUSG00000001128/ENSMUSG00000030844/ENSMUSG00000032324/ENSMUSG00000030342/ENSMUSG00000030123/ENSMUSG00000066233/ENSMUSG00000079017,C7
GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP,10,10/590,167/17849,0.17648918217596576,102657/12709/27226/22032/16162/17776/329739/19221/16452/68507,Cd276/Ckb/Pla2g7/Traf4/Il12rb2/Mast2/Fam102b/Ptgfrn/Jak2/Ppfia4,ENSMUSG00000035914/ENSMUSG00000001270/ENSMUSG00000023913/ENSMUSG00000017386/ENSMUSG00000018341/ENSMUSG00000003810/ENSMUSG00000040339/ENSMUSG00000027864/ENSMUSG00000024789/ENSMUSG00000026458,C7
GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN,11,11/590,190/17849,0.17671237952879537,75345/15925/52855/20846/320727/235567/27361/246256/69550/56417/17069,Slamf7/Ide/Lair1/Stat1/Ipo8/Dnajc13/Msrb1/Fcgr4/Bst2/Adar/Ly6e,ENSMUSG00000038179/ENSMUSG00000056999/ENSMUSG00000055541/ENSMUSG00000026104/ENSMUSG00000040029/ENSMUSG00000032560/ENSMUSG00000075705/ENSMUSG00000059089/ENSMUSG00000046718/ENSMUSG00000027951/ENSMUSG00000022587,C7
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP,11,11/590,190/17849,0.17671237952879537,195046/52855/97761/71729/20104/329251/71472/66085/13039/19303/20623,Nlrp1a/Lair1/Sgsm2/Rgs12/Rps6/Ppp1r12b/Usp19/Eif3f/Ctsl/Pxn/Snrk,ENSMUSG00000069830/ENSMUSG00000055541/ENSMUSG00000038351/ENSMUSG00000029101/ENSMUSG00000028495/ENSMUSG00000073557/ENSMUSG00000006676/ENSMUSG00000031029/ENSMUSG00000021477/ENSMUSG00000029528/ENSMUSG00000038145,C7
GSE2585_THYMIC_DC_VS_THYMIC_MACROPHAGE_DN,11,11/590,190/17849,0.17671237952879537,58205/17748/12925/108903/18518/27403/16190/20091/67044/20740/20068,Pdcd1lg2/Mt1/Crip1/Tbcd/Igbp1/Abca7/Il4ra/Rps3a1/Higd2a/Sptan1/Rps17,ENSMUSG00000016498/ENSMUSG00000031765/ENSMUSG00000006360/ENSMUSG00000039230/ENSMUSG00000031221/ENSMUSG00000035722/ENSMUSG00000030748/ENSMUSG00000028081/ENSMUSG00000025868/ENSMUSG00000057738/ENSMUSG00000061787,C7
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_2H_DN,11,11/590,190/17849,0.17671237952879537,20725/12774/16004/16534/11658/70789/56455/11717/17250/66177/16561,Serpinb8/Ccr5/Igf2r/Kcnn4/Alcam/Kynu/Dynll1/Ampd3/Abcc1/Ubl5/Kif1b,ENSMUSG00000026315/ENSMUSG00000079227/ENSMUSG00000023830/ENSMUSG00000054342/ENSMUSG00000022636/ENSMUSG00000026866/ENSMUSG00000009013/ENSMUSG00000005686/ENSMUSG00000023088/ENSMUSG00000084786/ENSMUSG00000063077,C7
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_UP,11,11/590,190/17849,0.17671237952879537,105855/235627/666468/192187/17215/70789/78906/13135/193796/19177/68576,Nckap1l/Nbeal2/Atg4a/Stab1/Mcm3/Kynu/Misp/Dad1/Kdm4b/Psmb7/Lamtor5,ENSMUSG00000022488/ENSMUSG00000056724/ENSMUSG00000079418/ENSMUSG00000042286/ENSMUSG00000041859/ENSMUSG00000026866/ENSMUSG00000035852/ENSMUSG00000022174/ENSMUSG00000024201/ENSMUSG00000026750/ENSMUSG00000087260,C7
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP,11,11/590,190/17849,0.17671237952879537,75345/17750/17387/66222/12709/77579/17748/26407/11717/217684/22166,Slamf7/Mt2/Mmp14/Serpinb1a/Ckb/Myh10/Mt1/Map3k4/Ampd3/Susd6/Txn1,ENSMUSG00000038179/ENSMUSG00000031762/ENSMUSG00000000957/ENSMUSG00000044734/ENSMUSG00000001270/ENSMUSG00000020900/ENSMUSG00000031765/ENSMUSG00000014426/ENSMUSG00000005686/ENSMUSG00000021133/ENSMUSG00000028367,C7
GSE24492_LYVE_NEG_VS_POS_MACROPHAGE_UP,12,12/590,213/17849,0.17671237952879537,110557/15567/20910/19126/15018/18186/68732/56434/331524/213499/15040/19766,H2-Q6/Slc6a4/Stxbp1/Prom1/H2-Q7/Nrp1/Carmil1/Tspan3/Xkrx/Fbxo42/H2-T23/Ripk1,ENSMUSG00000073409/ENSMUSG00000020838/ENSMUSG00000026797/ENSMUSG00000029086/ENSMUSG00000060550/ENSMUSG00000025810/ENSMUSG00000021338/ENSMUSG00000032324/ENSMUSG00000031258/ENSMUSG00000028920/ENSMUSG00000067212/ENSMUSG00000021408,C7
GSE7460_TCONV_VS_TREG_THYMUS_UP,12,12/590,213/17849,0.17671237952879537,15567/268297/216859/52463/239027/104718/16330/331524/30794/21871/208795/210146,Slc6a4/Scml4/Acap1/Tet1/Arhgap22/Ttc7b/Inpp5b/Xkrx/Pdlim4/Atp6v0a2/Tmem63a/Irgq,ENSMUSG00000020838/ENSMUSG00000044770/ENSMUSG00000001588/ENSMUSG00000047146/ENSMUSG00000063506/ENSMUSG00000033530/ENSMUSG00000028894/ENSMUSG00000031258/ENSMUSG00000020388/ENSMUSG00000038023/ENSMUSG00000026519/ENSMUSG00000041037,C7
GSE13173_UNTREATED_VS_IL12_TREATED_ACT_CD8_TCELL_UP,10,10/590,168/17849,0.18028915642913648,97064/217721/76969/78906/76846/99371/225845/18975/57266/70673,Wwtr1/Flvcr2/Chst1/Misp/Rps9/Arfgef2/Plaat3/Polg/Cxcl14/Prdm16,ENSMUSG00000027803/ENSMUSG00000034258/ENSMUSG00000027221/ENSMUSG00000035852/ENSMUSG00000006333/ENSMUSG00000074582/ENSMUSG00000060675/ENSMUSG00000039176/ENSMUSG00000021508/ENSMUSG00000039410,C7
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN,11,11/590,191/17849,0.18028915642913648,75345/17750/17748/16162/20846/216161/69550/11736/15040/56417/17069,Slamf7/Mt2/Mt1/Il12rb2/Stat1/Sbno2/Bst2/Ankfy1/H2-T23/Adar/Ly6e,ENSMUSG00000038179/ENSMUSG00000031762/ENSMUSG00000031765/ENSMUSG00000018341/ENSMUSG00000026104/ENSMUSG00000035673/ENSMUSG00000046718/ENSMUSG00000020790/ENSMUSG00000067212/ENSMUSG00000027951/ENSMUSG00000022587,C7
GSE14415_NATURAL_TREG_VS_TCONV_DN,11,11/590,191/17849,0.18028915642913648,16409/71720/71085/404710/17215/11565/30794/98970/114601/109934/76933,Itgam/Osbpl3/Arhgap19/Iqgap3/Mcm3/Adssl1/Pdlim4/Fibcd1/Ehbp1l1/Abr/Ifi27l2a,ENSMUSG00000030786/ENSMUSG00000029822/ENSMUSG00000025154/ENSMUSG00000028068/ENSMUSG00000041859/ENSMUSG00000011148/ENSMUSG00000020388/ENSMUSG00000026841/ENSMUSG00000024937/ENSMUSG00000017631/ENSMUSG00000079017,C7
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_IFNG_DERIVED_MACROPHAGE_UP,11,11/590,191/17849,0.18028915642913648,100038909/20725/80885/18726/20846/74748/30794/236920/278304/13367/434341,Gm14548/Serpinb8/Hcar2/Lilra6/Stat1/Slamf8/Pdlim4/Stard8/Zfp385c/Diaph1/Nlrc5,ENSMUSG00000074417/ENSMUSG00000026315/ENSMUSG00000045502/ENSMUSG00000030427/ENSMUSG00000026104/ENSMUSG00000053318/ENSMUSG00000020388/ENSMUSG00000031216/ENSMUSG00000014198/ENSMUSG00000024456/ENSMUSG00000074151,C7
GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_DN,11,11/590,191/17849,0.18028915642913648,15331/19262/223701/17938/75617/16190/66462/20740/20084/20044/26451,Hmgn2/Ptpra/Mrtfa/Naca/Rps25/Il4ra/Rex1bd/Sptan1/Rps18/Rps14/Rpl27a,ENSMUSG00000003038/ENSMUSG00000027303/ENSMUSG00000042292/ENSMUSG00000061315/ENSMUSG00000009927/ENSMUSG00000030748/ENSMUSG00000058833/ENSMUSG00000057738/ENSMUSG00000008668/ENSMUSG00000024608/ENSMUSG00000046364,C7
GSE21033_1H_VS_12H_POLYIC_STIM_DC_UP,11,11/590,191/17849,0.18028915642913648,54473/20354/66222/67865/226844/331524/26936/226252/77044/12549/105722,Tollip/Sema4d/Serpinb1a/Rgs10/Flvcr1/Xkrx/Mprip/Fam160b1/Arid2/Arhgap31/Ano6,ENSMUSG00000025139/ENSMUSG00000021451/ENSMUSG00000044734/ENSMUSG00000030844/ENSMUSG00000066595/ENSMUSG00000031258/ENSMUSG00000005417/ENSMUSG00000033478/ENSMUSG00000033237/ENSMUSG00000022799/ENSMUSG00000064210,C7
GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN,11,11/590,191/17849,0.18028915642913648,332579/18186/237782/17222/53890/99138/15519/66521/63955/231889/78304,Card9/Nrp1/Smcr8/Anapc1/Sart3/Stard7/Hsp90aa1/Rwdd1/Cables1/Bud31/Naa38,ENSMUSG00000026928/ENSMUSG00000025810/ENSMUSG00000049323/ENSMUSG00000014355/ENSMUSG00000018974/ENSMUSG00000027367/ENSMUSG00000021270/ENSMUSG00000019782/ENSMUSG00000040957/ENSMUSG00000038722/ENSMUSG00000059278,C7
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_DN,11,11/590,191/17849,0.18028915642913648,18186/57295/17381/71085/17222/53890/66865/20947/99138/15519/63955,Nrp1/Icmt/Mmp12/Arhgap19/Anapc1/Sart3/Pmpca/Swap70/Stard7/Hsp90aa1/Cables1,ENSMUSG00000025810/ENSMUSG00000039662/ENSMUSG00000049723/ENSMUSG00000025154/ENSMUSG00000014355/ENSMUSG00000018974/ENSMUSG00000026926/ENSMUSG00000031015/ENSMUSG00000027367/ENSMUSG00000021270/ENSMUSG00000040957,C7
GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_UP,11,11/590,191/17849,0.18028915642913648,74315/54132/229473/212898/226252/26961/76846/99371/21888/54563/20623,Rnf145/Pdlim1/Tmem131l/Dse/Fam160b1/Rpl8/Rps9/Arfgef2/Tle4/Nup210/Snrk,ENSMUSG00000019189/ENSMUSG00000055044/ENSMUSG00000033767/ENSMUSG00000039497/ENSMUSG00000033478/ENSMUSG00000003970/ENSMUSG00000006333/ENSMUSG00000074582/ENSMUSG00000024642/ENSMUSG00000030091/ENSMUSG00000038145,C7
GSE36095_WT_VS_HDAC9_KO_TREG_UP,11,11/590,191/17849,0.18028915642913648,217944/12481/69387/20430/11816/12484/545030/74533/223753/66411/18813,Rapgef5/Cd2/Dnajb13/Cyfip1/Apoe/Cd24a/Wdfy4/Gzf1/Cerk/Tbcb/Pa2g4,ENSMUSG00000041992/ENSMUSG00000027863/ENSMUSG00000030708/ENSMUSG00000030447/ENSMUSG00000002985/ENSMUSG00000047139/ENSMUSG00000051506/ENSMUSG00000027439/ENSMUSG00000035891/ENSMUSG00000006095/ENSMUSG00000025364,C7
GSE37532_WT_VS_PPARG_KO_LN_TREG_UP,11,11/590,191/17849,0.18028915642913648,11303/52463/70564/66454/20591/54616/19271/226252/239985/99371/14155,Abca1/Tet1/Prxl2a/Nmnat1/Kdm5c/Extl3/Ptprj/Fam160b1/Arid1b/Arfgef2/Fem1b,ENSMUSG00000015243/ENSMUSG00000047146/ENSMUSG00000021792/ENSMUSG00000028992/ENSMUSG00000025332/ENSMUSG00000021978/ENSMUSG00000025314/ENSMUSG00000033478/ENSMUSG00000069729/ENSMUSG00000074582/ENSMUSG00000032244,C7
GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_UP,11,11/590,191/17849,0.18028915642913648,58205/14457/11492/18186/70564/104718/68732/22225/18797/233328/69719,Pdcd1lg2/Gas7/Adam19/Nrp1/Prxl2a/Ttc7b/Carmil1/Usp5/Plcb3/Lrrk1/Cad,ENSMUSG00000016498/ENSMUSG00000033066/ENSMUSG00000011256/ENSMUSG00000025810/ENSMUSG00000021792/ENSMUSG00000033530/ENSMUSG00000021338/ENSMUSG00000038429/ENSMUSG00000024960/ENSMUSG00000015133/ENSMUSG00000013629,C7
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN,11,11/590,191/17849,0.18028915642913648,60504/218793/16004/52123/56434/331524/12874/16190/20926/20623/19359,Il21r/Ube2e2/Igf2r/Agpat5/Tspan3/Xkrx/Cpd/Il4ra/Supt6/Snrk/Rad23b,ENSMUSG00000030745/ENSMUSG00000058317/ENSMUSG00000023830/ENSMUSG00000031467/ENSMUSG00000032324/ENSMUSG00000031258/ENSMUSG00000020841/ENSMUSG00000030748/ENSMUSG00000002052/ENSMUSG00000038145/ENSMUSG00000028426,C7
GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN,11,11/590,191/17849,0.18028915642913648,20304/72141/15018/27361/16168/16190/20848/69550/16452/15040/102436,Ccl5/Adpgk/H2-Q7/Msrb1/Il15/Il4ra/Stat3/Bst2/Jak2/H2-T23/Lars2,ENSMUSG00000035042/ENSMUSG00000025236/ENSMUSG00000060550/ENSMUSG00000075705/ENSMUSG00000031712/ENSMUSG00000030748/ENSMUSG00000004040/ENSMUSG00000046718/ENSMUSG00000024789/ENSMUSG00000067212/ENSMUSG00000035202,C7
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP,11,11/590,191/17849,0.18028915642913648,66664/11501/54610/360013/235627/18186/14788/100855/16548/17966/71918,Tmem41a/Adam8/Tbc1d8/Myo18a/Nbeal2/Nrp1/Gpr162/Tbc1d14/Khk/Nbr1/Zcchc24,ENSMUSG00000022856/ENSMUSG00000025473/ENSMUSG00000003134/ENSMUSG00000000631/ENSMUSG00000056724/ENSMUSG00000025810/ENSMUSG00000038390/ENSMUSG00000029192/ENSMUSG00000029162/ENSMUSG00000017119/ENSMUSG00000055538,C7
GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP,10,10/590,169/17849,0.18415812914725072,381217/223701/56322/53890/12874/13135/66526/67530/20044/68576,Fam189a2/Mrtfa/Timm22/Sart3/Cpd/Dad1/Tceanc2/Uqcrb/Rps14/Lamtor5,ENSMUSG00000071604/ENSMUSG00000042292/ENSMUSG00000020843/ENSMUSG00000018974/ENSMUSG00000020841/ENSMUSG00000022174/ENSMUSG00000028619/ENSMUSG00000021520/ENSMUSG00000024608/ENSMUSG00000087260,C7
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP,11,11/590,192/17849,0.18415812914725072,75345/52855/20304/235627/19883/11658/19271/67899/19267/19087/12334,Slamf7/Lair1/Ccl5/Nbeal2/Rora/Alcam/Ptprj/Cmc1/Ptpre/Prkar2a/Capn2,ENSMUSG00000038179/ENSMUSG00000055541/ENSMUSG00000035042/ENSMUSG00000056724/ENSMUSG00000032238/ENSMUSG00000022636/ENSMUSG00000025314/ENSMUSG00000039163/ENSMUSG00000041836/ENSMUSG00000032601/ENSMUSG00000026509,C7
GSE20727_CTRL_VS_H2O2_TREATED_DC_UP,11,11/590,192/17849,0.18415812914725072,16409/246782/101706/69993/100502841/320528/67974/16190/74392/23802/75687,Itgam/Atpaf2/Numa1/Chn2/Epg5/Vps13c/Ccny/Il4ra/Specc1l/Amfr/Ripor1,ENSMUSG00000030786/ENSMUSG00000042709/ENSMUSG00000066306/ENSMUSG00000004633/ENSMUSG00000039840/ENSMUSG00000035284/ENSMUSG00000024286/ENSMUSG00000030748/ENSMUSG00000033444/ENSMUSG00000031751/ENSMUSG00000038604,C7
GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_UP,11,11/590,192/17849,0.18415812914725072,15001/17387/13819/238377/67865/19364/12527/12010/20510/64652/229877,H2-Oa/Mmp14/Epas1/Gpr68/Rgs10/Rad51d/Cd9/B2m/Slc1a1/Nisch/Rap1gds1,ENSMUSG00000024334/ENSMUSG00000000957/ENSMUSG00000024140/ENSMUSG00000047415/ENSMUSG00000030844/ENSMUSG00000018841/ENSMUSG00000030342/ENSMUSG00000060802/ENSMUSG00000024935/ENSMUSG00000021910/ENSMUSG00000028149,C7
GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN,11,11/590,192/17849,0.18415812914725072,12978/21810/69710/15018/140570/14268/19267/16190/67784/15040/57294,Csf1r/Tgfbi/Arap1/H2-Q7/Plxnb2/Fn1/Ptpre/Il4ra/Plxnd1/H2-T23/Rps27,ENSMUSG00000024621/ENSMUSG00000035493/ENSMUSG00000032812/ENSMUSG00000060550/ENSMUSG00000036606/ENSMUSG00000026193/ENSMUSG00000041836/ENSMUSG00000030748/ENSMUSG00000030123/ENSMUSG00000067212/ENSMUSG00000090733,C7
GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_DN,11,11/590,192/17849,0.18415812914725072,50934/17132/67053/12527/140570/17158/54387/193796/225845/68606/54563,Slc7a8/Maf/Rpp14/Cd9/Plxnb2/Man2a1/Mcm3ap/Kdm4b/Plaat3/Ppm1f/Nup210,ENSMUSG00000022180/ENSMUSG00000055435/ENSMUSG00000023156/ENSMUSG00000030342/ENSMUSG00000036606/ENSMUSG00000024085/ENSMUSG00000001150/ENSMUSG00000024201/ENSMUSG00000060675/ENSMUSG00000026181/ENSMUSG00000030091,C7
GSE37301_MULTIPOTENT_PROGENITOR_VS_LYMPHOID_PRIMED_MPP_DN,11,11/590,192/17849,0.18415812914725072,20304/214968/16419/27053/11658/11810/20308/18797/69718/26390/18263,Ccl5/Sema6d/Itgb5/Asns/Alcam/Apobec1/Ccl9/Plcb3/Ipmk/Mapkbp1/Odc1,ENSMUSG00000035042/ENSMUSG00000027200/ENSMUSG00000022817/ENSMUSG00000029752/ENSMUSG00000022636/ENSMUSG00000040613/ENSMUSG00000019122/ENSMUSG00000024960/ENSMUSG00000060733/ENSMUSG00000033902/ENSMUSG00000011179,C7
GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_UP,11,11/590,192/17849,0.18415812914725072,319939/52123/67092/16534/15000/54132/79362/233328/16190/98402/16897,Tns3/Agpat5/Gatm/Kcnn4/H2-DMb2/Pdlim1/Bhlhe41/Lrrk1/Il4ra/Sh3bp4/Llgl1,ENSMUSG00000020422/ENSMUSG00000031467/ENSMUSG00000027199/ENSMUSG00000054342/ENSMUSG00000037548/ENSMUSG00000055044/ENSMUSG00000030256/ENSMUSG00000015133/ENSMUSG00000030748/ENSMUSG00000036206/ENSMUSG00000020536,C7
GSE3982_EOSINOPHIL_VS_TH2_UP,11,11/590,192/17849,0.18415812914725072,80885/171166/15018/20308/16330/19267/64292/68606/71472/15040/17966,Hcar2/Mcoln3/H2-Q7/Ccl9/Inpp5b/Ptpre/Ptges/Ppm1f/Usp19/H2-T23/Nbr1,ENSMUSG00000045502/ENSMUSG00000036853/ENSMUSG00000060550/ENSMUSG00000019122/ENSMUSG00000028894/ENSMUSG00000041836/ENSMUSG00000050737/ENSMUSG00000026181/ENSMUSG00000006676/ENSMUSG00000067212/ENSMUSG00000017119,C7
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_DN,11,11/590,192/17849,0.18415812914725072,71720/98496/20910/69106/93694/16168/234776/20091/99138/78304/19212,Osbpl3/Pid1/Stxbp1/Stoml1/Clec2d/Il15/Atmin/Rps3a1/Stard7/Naa38/Pter,ENSMUSG00000029822/ENSMUSG00000045658/ENSMUSG00000026797/ENSMUSG00000032333/ENSMUSG00000030157/ENSMUSG00000031712/ENSMUSG00000047388/ENSMUSG00000028081/ENSMUSG00000027367/ENSMUSG00000059278/ENSMUSG00000026730,C7
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_DN,11,11/590,192/17849,0.18415812914725072,75345/229521/17750/236539/20304/17179/17748/11305/225845/74840/233863,Slamf7/Syt11/Mt2/Phgdh/Ccl5/Matk/Mt1/Abca2/Plaat3/Manf/Gtf3c1,ENSMUSG00000038179/ENSMUSG00000068923/ENSMUSG00000031762/ENSMUSG00000053398/ENSMUSG00000035042/ENSMUSG00000004933/ENSMUSG00000031765/ENSMUSG00000026944/ENSMUSG00000060675/ENSMUSG00000032575/ENSMUSG00000032777,C7
GSE4748_LPS_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP,11,11/590,192/17849,0.18415812914725072,100038909/18733/12978/229521/100041146/66222/17132/18726/213484/212898/13039,Gm14548/Pirb/Csf1r/Syt11/Gm15448/Serpinb1a/Maf/Lilra6/Nudt18/Dse/Ctsl,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000024621/ENSMUSG00000068923/ENSMUSG00000074419/ENSMUSG00000044734/ENSMUSG00000055435/ENSMUSG00000030427/ENSMUSG00000045211/ENSMUSG00000039497/ENSMUSG00000021477,C7
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_UP,12,12/590,215/17849,0.18415812914725072,105522/381280/66211/70789/17222/217664/13135/15531/18975/76551/19177/69719,Ankrd28/Hjurp/Rpl3l/Kynu/Anapc1/Mgat2/Dad1/Ndst1/Polg/Ccdc6/Psmb7/Cad,ENSMUSG00000014496/ENSMUSG00000044783/ENSMUSG00000002500/ENSMUSG00000026866/ENSMUSG00000014355/ENSMUSG00000043998/ENSMUSG00000022174/ENSMUSG00000054008/ENSMUSG00000039176/ENSMUSG00000048701/ENSMUSG00000026750/ENSMUSG00000013629,C7
GSE10500_ARTHRITIC_SYNOVIAL_FLUID_VS_HEALTHY_MACROPHAGE_UP,10,10/590,170/17849,0.18832811445485603,235431/12709/13135/223753/66411/54709/50783/68479/20641/68576,Coro2b/Ckb/Dad1/Cerk/Tbcb/Eif3i/Lsm4/Phf5a/Snrpd1/Lamtor5,ENSMUSG00000041729/ENSMUSG00000001270/ENSMUSG00000022174/ENSMUSG00000035891/ENSMUSG00000006095/ENSMUSG00000028798/ENSMUSG00000031848/ENSMUSG00000061360/ENSMUSG00000002477/ENSMUSG00000087260,C7
GSE6090_UNSTIM_VS_DC_SIGN_STIM_DC_DN,10,10/590,170/17849,0.18832811445485603,102657/332579/28240/27226/27389/74748/16190/18126/246256/76933,Cd276/Card9/Trpm2/Pla2g7/Dusp13/Slamf8/Il4ra/Nos2/Fcgr4/Ifi27l2a,ENSMUSG00000035914/ENSMUSG00000026928/ENSMUSG00000009292/ENSMUSG00000023913/ENSMUSG00000021768/ENSMUSG00000053318/ENSMUSG00000030748/ENSMUSG00000020826/ENSMUSG00000059089/ENSMUSG00000079017,C7
GSE13547_WT_VS_ZFX_KO_BCELL_DN,11,11/590,193/17849,0.18832811445485603,75345/71720/52855/15331/13819/11658/16162/12484/12925/22166/20641,Slamf7/Osbpl3/Lair1/Hmgn2/Epas1/Alcam/Il12rb2/Cd24a/Crip1/Txn1/Snrpd1,ENSMUSG00000038179/ENSMUSG00000029822/ENSMUSG00000055541/ENSMUSG00000003038/ENSMUSG00000024140/ENSMUSG00000022636/ENSMUSG00000018341/ENSMUSG00000047139/ENSMUSG00000006360/ENSMUSG00000028367/ENSMUSG00000002477,C7
GSE17301_IFNA2_VS_IFNA5_STIM_ACD3_ACD28_ACT_CD8_TCELL_UP,11,11/590,193/17849,0.18832811445485603,16570/195046/72141/67865/68732/26407/16190/114601/109934/17966/22083,Kif3c/Nlrp1a/Adpgk/Rgs10/Carmil1/Map3k4/Il4ra/Ehbp1l1/Abr/Nbr1/Ctr9,ENSMUSG00000020668/ENSMUSG00000069830/ENSMUSG00000025236/ENSMUSG00000030844/ENSMUSG00000021338/ENSMUSG00000014426/ENSMUSG00000030748/ENSMUSG00000024937/ENSMUSG00000017631/ENSMUSG00000017119/ENSMUSG00000005609,C7
GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP,11,11/590,193/17849,0.18832811445485603,171166/101706/11810/14255/93694/17938/18518/74302/23807/66431/16561,Mcoln3/Numa1/Apobec1/Flt3/Clec2d/Naca/Igbp1/Mtmr3/Arih2/Oxld1/Kif1b,ENSMUSG00000036853/ENSMUSG00000066306/ENSMUSG00000040613/ENSMUSG00000042817/ENSMUSG00000030157/ENSMUSG00000061315/ENSMUSG00000031221/ENSMUSG00000034354/ENSMUSG00000064145/ENSMUSG00000039670/ENSMUSG00000063077,C7
GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_DN,11,11/590,193/17849,0.18832811445485603,232975/18733/100041146/52855/105855/11789/78783/218454/246256/69550/74840,Atp1a3/Pirb/Gm15448/Lair1/Nckap1l/Apc/Brpf1/Lhfpl2/Fcgr4/Bst2/Manf,ENSMUSG00000040907/ENSMUSG00000058818/ENSMUSG00000074419/ENSMUSG00000055541/ENSMUSG00000022488/ENSMUSG00000005871/ENSMUSG00000001632/ENSMUSG00000045312/ENSMUSG00000059089/ENSMUSG00000046718/ENSMUSG00000032575,C7
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_40H_TSST_ACT_DN,11,11/590,193/17849,0.18832811445485603,54610/30963/16534/50770/20005/107686/19172/12568/54721/66085/14248,Tbc1d8/Hacd1/Kcnn4/Atp11a/Rpl9/Snrpd2/Psmb4/Cdk5/Tyk2/Eif3f/Flii,ENSMUSG00000003134/ENSMUSG00000063275/ENSMUSG00000054342/ENSMUSG00000031441/ENSMUSG00000047215/ENSMUSG00000040824/ENSMUSG00000005779/ENSMUSG00000028969/ENSMUSG00000032175/ENSMUSG00000031029/ENSMUSG00000002812,C7
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_CD4_TCELL_DN,11,11/590,193/17849,0.18832811445485603,70310/28240/215632/228775/20846/171212/16168/21371/17886/74840/18129,Plscr3/Trpm2/Psd4/Trib3/Stat1/Galnt10/Il15/Tbca/Myh9/Manf/Notch2,ENSMUSG00000019461/ENSMUSG00000009292/ENSMUSG00000026979/ENSMUSG00000032715/ENSMUSG00000026104/ENSMUSG00000020520/ENSMUSG00000031712/ENSMUSG00000042043/ENSMUSG00000022443/ENSMUSG00000032575/ENSMUSG00000027878,C7
